file,category,distance,block,trial,response,confidence,responseTime,reactionTime,correct
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N209039.jpg,Animall,Head,2,28,Animall,2,1.28595690988004,1.41057745344006,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N295008.jpg,NonAnimall,MediumBody,2,29,NonAnimall,4,1.213126152521,1.33154897252098,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N827027.jpg,Animall,FarBody,2,30,Animall,2,1.4638483247254,1.58240428054705,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_N124065.jpg,NonAnimall,Head,2,31,NonAnimall,5,0.610755863133818,0.729962090030313,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N268010.jpg,Animall,MediumBody,2,32,Animall,2,2.22911902889609,2.34798866324127,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_land313.jpg,NonAnimall,MediumBody,2,33,Animall,3,1.81987332762219,1.93769209855236,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_objn102.jpg,NonAnimall,CloseBody,2,34,NonAnimall,3,1.54624470416456,1.66540668415837,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_natu354.jpg,NonAnimall,Head,2,35,Animall,2,1.15023435046896,1.26992018171586,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text6.jpg,NonAnimall,CloseBody,2,36,NonAnimall,5,0.797236703336239,0.915923819644377,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_nat846.jpg,NonAnimall,CloseBody,2,37,Animall,2,1.42020154441707,1.54361794097349,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_for35.jpg,NonAnimall,MediumBody,2,38,Animall,2,1.9533029505983,2.07310888054781,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_int168.jpg,NonAnimall,Head,2,39,NonAnimall,4,1.48643082543276,1.60609334823675,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N268093.jpg,Animall,CloseBody,2,40,Animall,2,1.53618130483665,1.65545785240829,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn33.jpg,NonAnimall,Head,2,41,NonAnimall,5,1.0023245413322,1.12605066574179,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_for22.jpg,NonAnimall,MediumBody,2,42,NonAnimall,5,1.07055401848629,0.939488442847505,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text1.jpg,NonAnimall,CloseBody,2,43,NonAnimall,4,1.1819202513434,1.30004440480843,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N247091.jpg,Animall,Head,2,44,Animall,5,0.869600498117507,0.994008103385568,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_open19.jpg,NonAnimall,FarBody,2,45,NonAnimall,2,1.65164471976459,1.77011810755357,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N815014.jpg,Animall,FarBody,2,46,NonAnimall,3,1.49768810067326,1.61576563701965,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn28.jpg,NonAnimall,Head,2,47,NonAnimall,4,0.982654433464631,1.10357009107247,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text121.jpg,NonAnimall,CloseBody,2,48,NonAnimall,4,1.06096271728165,1.17951630265452,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N168073.jpg,Animall,MediumBody,2,49,NonAnimall,4,1.23593581351452,1.35468890494667,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_N124055.jpg,NonAnimall,Head,2,50,NonAnimall,5,0.75352276256308,0.872808396583423,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N168046.jpg,Animall,MediumBody,2,51,Animall,3,1.29494337178767,1.41267760004848,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_land14.jpg,NonAnimall,FarBody,2,52,NonAnimall,4,0.869863608852029,0.991302327951416,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_for122.jpg,NonAnimall,CloseBody,2,53,NonAnimall,5,0.77000670041889,0.891219443874434,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_nat1247.jpg,NonAnimall,MediumBody,2,54,Animall,3,1.64867385802791,1.76721598650329,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N825085.jpg,Animall,Head,2,55,Animall,4,1.16047987318598,1.27915276703425,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_natu815.jpg,NonAnimall,FarBody,2,56,Animall,2,1.6288477005437,1.74669689149596,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N826043.jpg,Animall,CloseBody,2,57,Animall,3,1.48668247950263,1.60496070701629,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N815007.jpg,Animall,FarBody,2,58,NonAnimall,3,1.38650043518282,1.50974221457727,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408020.jpg,Animall,FarBody,2,59,NonAnimall,4,0.800976749975234,0.920019421260804,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat297.jpg,NonAnimall,FarBody,2,60,NonAnimall,5,0.695624141721055,0.813221283257008,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N289082.jpg,Animall,FarBody,2,61,Animall,5,1.15304165682755,1.2770913366694,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_nat306.jpg,NonAnimall,CloseBody,2,62,Animall,3,1.07990907272324,1.19834888027981,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_land951.jpg,NonAnimall,FarBody,2,63,Animall,1,1.71244427654892,1.83013820834458,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N314028.jpg,Animall,FarBody,2,64,NonAnimall,2,2.24375091842376,2.36123349238187,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N344035.jpg,NonAnimall,MediumBody,2,65,NonAnimall,2,1.92674810718745,2.04595117364079,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N707010.jpg,Animall,Head,2,66,NonAnimall,3,1.61655062390491,1.735568406526,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_nat256.jpg,NonAnimall,MediumBody,2,67,Animall,1,2.02960945805535,2.1479745991528,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N427068.jpg,Animall,Head,2,68,Animall,2,0.87841629376635,0.996837533311918,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn36.jpg,NonAnimall,Head,2,69,NonAnimall,4,1.28677192144096,1.41097804554738,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N136011.jpg,Animall,Head,2,70,Animall,4,0.776691139442846,0.894587342627347,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_for96.jpg,NonAnimall,CloseBody,2,71,NonAnimall,3,0.904077112907544,1.0277811139822,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N247037.jpg,Animall,Head,2,72,Animall,5,0.936014272738248,0.809401434613392,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_nat1006.jpg,NonAnimall,CloseBody,2,73,NonAnimall,4,1.08059924491681,1.19939421280287,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_room425.jpg,NonAnimall,Head,2,74,NonAnimall,4,1.34985414333642,1.46870086435229,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N802036.jpg,Animall,CloseBody,2,75,NonAnimall,4,1.01577835786156,0.850640315562487,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat322.jpg,NonAnimall,FarBody,2,76,NonAnimall,3,1.15085222641937,1.26985934237018,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N824044.jpg,Animall,Head,2,77,Animall,4,0.853955670958385,0.973632415756583,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N209038.jpg,Animall,Head,2,78,NonAnimall,5,0.717028964310884,0.836524771060795,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408023.jpg,Animall,FarBody,2,79,Animall,2,1.59388160472736,1.71216812869534,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn45.jpg,NonAnimall,Head,2,80,NonAnimall,5,0.899045215686783,1.01714290003292,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn23.jpg,NonAnimall,Head,2,81,NonAnimall,5,1.41105192201212,0.94679194339551,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text20.jpg,NonAnimall,CloseBody,2,82,Animall,1,1.73453176533803,1.85404772032052,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N310039.jpg,Animall,FarBody,2,83,Animall,2,2.06348874000832,2.18191906623542,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N824085.jpg,Animall,CloseBody,2,84,Animall,5,0.720517751760781,0.840723878936842,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N826048.jpg,Animall,Head,2,85,Animall,2,1.73606934421696,1.8615064797923,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat194.jpg,NonAnimall,FarBody,2,86,NonAnimall,4,1.23564623342827,1.35474105295725,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_N44065.jpg,NonAnimall,CloseBody,2,87,NonAnimall,3,1.8531454000622,1.972977404017,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_archi37.jpg,NonAnimall,MediumBody,2,88,NonAnimall,4,0.830902652116492,0.949882113840431,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408098.jpg,Animall,FarBody,2,89,Animall,2,1.99560099118389,2.11369511997327,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn27.jpg,NonAnimall,Head,2,90,NonAnimall,4,1.39740096987225,1.51575504918583,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N825003.jpg,Animall,FarBody,2,91,NonAnimall,3,1.36276514548808,1.48161897761747,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N816055.jpg,Animall,CloseBody,2,92,Animall,2,2.00360137992539,2.12277718703263,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_nat463.jpg,NonAnimall,CloseBody,2,93,NonAnimall,4,1.10240031429566,1.22512219240889,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N228004.jpg,NonAnimall,MediumBody,2,94,NonAnimall,5,0.764562358846888,0.883034166414291,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N771029.jpg,Animall,CloseBody,2,95,Animall,5,0.653847977053374,0.775639486033469,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408047.jpg,Animall,FarBody,2,96,Animall,1,2.41961132269353,2.54198989295401,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N541063.jpg,Animall,FarBody,2,97,NonAnimall,3,2.20297741983086,2.32292833738029,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408063.jpg,Animall,FarBody,2,98,Animall,1,2.93288104073144,3.05299551365897,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N168008.jpg,Animall,FarBody,2,99,NonAnimall,4,1.3833000427112,1.50140720861964,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_natu649.jpg,NonAnimall,FarBody,2,100,NonAnimall,4,0.876072394195944,0.995703706983477,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat895.jpg,NonAnimall,FarBody,2,101,NonAnimall,3,0.898165808990598,1.01727682584897,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N815065.jpg,Animall,CloseBody,2,102,Animall,5,0.936368247726932,1.05876657087356,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_bea1.jpg,NonAnimall,FarBody,2,103,NonAnimall,5,0.848084268160164,0.96642333525233,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_land375.jpg,NonAnimall,CloseBody,2,104,NonAnimall,2,2.06991006806493,2.18937980104238,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N286096.jpg,Animall,FarBody,2,105,NonAnimall,1,1.74954765476286,1.86935753538273,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat283.jpg,NonAnimall,FarBody,2,106,NonAnimall,5,0.715732767712325,0.834215637296438,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N134043.jpg,Animall,Head,2,107,Animall,5,0.629970465321094,0.747903804061934,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N253065.jpg,Animall,FarBody,2,108,NonAnimall,4,1.86980909039266,1.98921561334282,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N816021.jpg,Animall,Head,2,109,Animall,5,0.642830504570156,0.76128769479692,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N123033.jpg,Animall,MediumBody,2,110,Animall,2,2.18197990581393,2.3001763552893,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N130010.jpg,Animall,MediumBody,2,111,NonAnimall,5,0.865777093684301,0.983845543814823,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N134022.jpg,Animall,Head,2,112,NonAnimall,4,0.751258270582184,0.869740349706262,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N815088.jpg,Animall,FarBody,2,113,NonAnimall,4,1.44544241344556,1.5635673571378,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_nat634.jpg,NonAnimall,MediumBody,2,114,NonAnimall,2,1.28695957572199,1.41005715751089,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_land11.jpg,NonAnimall,FarBody,2,115,NonAnimall,3,1.46804980305023,1.58620319119655,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408054.jpg,Animall,FarBody,2,116,NonAnimall,4,0.694901574403048,0.812799752922729,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn25.jpg,NonAnimall,Head,2,117,NonAnimall,4,0.683713434962556,0.80316183459945,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N471006.jpg,Animall,Head,2,118,NonAnimall,4,0.851938092382625,0.97055093687959,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N314023.jpg,Animall,MediumBody,2,119,NonAnimall,4,0.736356158973649,0.85511991684325,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_natu961.jpg,NonAnimall,MediumBody,2,120,NonAnimall,5,0.703269370133057,0.826248433673754,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N314056.jpg,Animall,MediumBody,3,1,NonAnimall,3,1.31156123522669,1.43021793174557,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N802037.jpg,Animall,Head,3,2,Animall,4,0.995666966307908,1.11357067571953,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N326074.jpg,Animall,CloseBody,3,3,Animall,5,0.603355177445337,0.724385403096676,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N173021.jpg,Animall,MediumBody,3,4,Animall,5,0.87942251493223,0.998347063083202,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_bea10.jpg,NonAnimall,FarBody,3,5,NonAnimall,4,1.08657138841227,1.20849998341873,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N247033.jpg,Animall,Head,3,6,Animall,5,0.720352220814675,0.844604172278196,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N289015.jpg,Animall,MediumBody,3,7,Animall,3,1.58674719068222,1.7084411191754,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N291096.jpg,NonAnimall,MediumBody,3,8,NonAnimall,4,0.935874421149492,1.0571871153079,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N816047.jpg,Animall,Head,3,9,Animall,3,1.21999627072364,1.34186165593565,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text83.jpg,NonAnimall,CloseBody,3,10,NonAnimall,3,1.6965339682065,1.81494177575223,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_land53.jpg,NonAnimall,MediumBody,3,11,NonAnimall,4,1.11959338700399,1.23879566323012,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N253027.jpg,Animall,MediumBody,3,12,Animall,5,0.995092547265813,1.11432366282679,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_land356.jpg,NonAnimall,FarBody,3,13,NonAnimall,5,0.786598489619792,0.910975280217826,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N816036.jpg,Animall,FarBody,3,14,NonAnimall,3,2.00304671353661,2.12313590268604,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_land386.jpg,NonAnimall,FarBody,3,15,NonAnimall,4,1.13669757102616,1.25733392010443,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N427028.jpg,Animall,Head,3,16,Animall,3,2.81949248840101,2.94059461494908,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat168.jpg,NonAnimall,FarBody,3,17,NonAnimall,4,1.01840670150705,1.13770458265208,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_land840.jpg,NonAnimall,Head,3,18,NonAnimall,4,1.281069210032,1.39984007924795,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_sclos3.jpg,NonAnimall,FarBody,3,19,NonAnimall,3,1.06396715925075,1.18218770786189,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N541004.jpg,Animall,FarBody,3,20,NonAnimall,2,2.09145908826031,2.21303449827246,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N173002.jpg,Animall,MediumBody,3,21,Animall,5,0.602123771095648,0.720231727231294,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N828096.jpg,Animall,Head,3,22,Animall,5,0.620176102500409,0.739277243148535,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N136096.jpg,Animall,MediumBody,3,23,Animall,3,1.53549982397817,1.65361133543774,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_land378.jpg,NonAnimall,CloseBody,3,24,Animall,2,1.33644575881772,1.45994116738439,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_land71.jpg,NonAnimall,CloseBody,3,25,Animall,1,2.31346701155417,2.43108904222026,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_natu379.jpg,NonAnimall,CloseBody,3,26,NonAnimall,3,1.56622256501578,1.68555442127399,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N415038.jpg,Animall,MediumBody,3,27,Animall,3,1.61196870170534,1.7302026823163,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_bea25.jpg,NonAnimall,FarBody,3,28,NonAnimall,3,0.920058137271553,1.04302021279,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_urb286.jpg,NonAnimall,CloseBody,3,29,NonAnimall,4,1.08073791139759,1.19847569521517,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N173047.jpg,Animall,Head,3,30,Animall,5,0.877260343870148,0.995337880216539,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_open16.jpg,NonAnimall,FarBody,3,31,NonAnimall,3,1.81867510615848,1.93725634599105,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_urb951.jpg,NonAnimall,MediumBody,3,32,NonAnimall,4,0.78691809438169,0.910166194429621,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N825059.jpg,Animall,CloseBody,3,33,Animall,3,1.56941426615231,1.69041841733269,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N816066.jpg,Animall,CloseBody,3,34,NonAnimall,5,0.883226956473663,1.00149333220907,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat1251.jpg,NonAnimall,FarBody,3,35,NonAnimall,5,0.695810215780511,0.81419076398015,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N815023.jpg,Animall,CloseBody,3,36,Animall,5,0.695916882250458,0.813877085223794,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_natu42.jpg,NonAnimall,MediumBody,3,37,Animall,1,2.11974232504144,2.23998756334186,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N676061.jpg,Animall,FarBody,3,38,Animall,1,1.93583214958198,2.05390296992846,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn44.jpg,NonAnimall,Head,3,39,NonAnimall,5,0.703515098663047,0.824544928735122,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_land170.jpg,NonAnimall,MediumBody,3,40,NonAnimall,4,1.1694943846669,1.29172204108909,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N485023.jpg,Animall,FarBody,3,41,NonAnimall,2,1.68472755770199,1.80292321741581,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_objn152.jpg,NonAnimall,CloseBody,3,42,Animall,2,1.76283633569255,1.88133579748683,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N268045.jpg,Animall,MediumBody,3,43,Animall,2,1.60277601750568,1.72210945398547,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N134031.jpg,Animall,Head,3,44,Animall,4,0.909545552916825,1.02855780464597,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat1238.jpg,NonAnimall,FarBody,3,45,NonAnimall,4,1.62765224487521,1.74616158334538,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_natu590.jpg,NonAnimall,MediumBody,3,46,NonAnimall,4,1.56988517940044,1.42737348936498,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N213016.jpg,Animall,FarBody,3,47,NonAnimall,4,0.763903001323342,0.882997820852324,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_room421.jpg,NonAnimall,Head,3,48,NonAnimall,5,0.853384017013013,0.9764073274564,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_open5.jpg,NonAnimall,FarBody,3,49,NonAnimall,5,0.866256303386763,0.985523369396105,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N824056.jpg,Animall,FarBody,3,50,NonAnimall,3,1.69738769601099,1.81556083704345,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N209015.jpg,Animall,FarBody,3,51,NonAnimall,4,0.899290943751112,1.01797213382088,0
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text21.jpg,NonAnimall,CloseBody,3,52,NonAnimall,5,0.887134508928284,1.00668799458072,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N247007.jpg,Animall,Head,3,53,Animall,3,1.50337817030959,1.62761550419964,1
C:\Users\Home\Downloads\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408060.jpg,Animall,FarBody,3,54,Animall,3,1.71771439583972,1.83747568400577,1
